,movie_url,username,date,score,review
12,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Aziz_Kash,"Oct 6, 2024",10,"Godlike show that deserves its praise. No question!!!!!!!!!!!!

Amazing story and setting. The pacing and ending are masterpieces"
13,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,drqshadow,"Sep 24, 2024",9,"A relatively simple, low-key racket spirals way out of control as an impoverished lower class Korean family weasels their way into the lives of a wealthy, naïve, white collar household.

Unpredictably composed, Parasite shifts effortlessly between several genres, evenly mixing comedy with tragedy and several stops in between. Of the versatile tools in that particular box, the film's at its best on the frequent occasions that it ratchets up the tension. I constantly caught myself holding in deep breaths, completely immersed in the moment and conflicted about the best possible outcome. Not all of those nail-biters lead to fireworks, and the film is careful not to overplay its hand, so that, when the time is right, the inevitable explosions land like a flurry of unexpected body blows.

The first hour is captivating, as the leeches' shady plot comes together and their long con gains momentum, but the home stretch, with its string of sharp curves and grim consequences, is unrestrained chaos in the best of ways. One helluva ride."
14,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Urug,"Sep 3, 2024",9,"An amazing movie that keeps getting crazier and crazier until the very end. It starts as something, then evolves into something else, and then into something else. It is an amazing story of a poor family that turns into an amazing horror movie about a poor family. It needs a watch."
15,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,BigYeedus,"Aug 28, 2024",9,"Incendiary filmmaking.  A watermark for modern-day suspense that combines social commentary, cringe comedy, and nail-biting tension in ways that are exhilarating and unprecedented.  The cast is terrific, with Song kang-ho, Park so-dam, and Cho yeo-jeong all standing out as highlights.  The script is razor-sharp, with every set piece and character decision leading to jaw-dropping results.  The Kim family is sympathetic, but their actions often veer squarely into anti-hero territory.  Bong joon-ho is a master of his craft.  There are some shots in this movie that belong in a museum, including one framed mostly in darkness near the end of the movie that will take your breath away.  The pacing is perfect, with every ounce of tension mined from each scene until the consequences of the Kims' actions comes to bear.  Run and see this one, and get ready to be wowed."
16,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Nminnnn,"Jun 17, 2024",10,"Bong Joon-ho's direction showcases his mastery in storytelling, utilizing symbolism and visual metaphors to convey underlying themes of greed, desperation, and the inherent inequality entrenched in society. The film's unpredictability keeps audiences on the edge of their seats, culminating in a gripping and unforgettable climax."
17,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Tushig86,"Jun 17, 2024",9,I've never tried Asian movies but my friend recommended me this movie. But this one was better than some Hollywood movies. It made me think about poor side of the world and how they struggle day to day until the day they die. It made feel sorry for those poor people and really encouraged me to help those who need help and support. I started helping local poor people with my friend. Highly recommend this movie.
18,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,mwowta,"Jun 17, 2024",7,"After watching the trailer, it seemed like a movie made to keep watching the movie with simple plot, no serious disturbing things, and once you start watching the movie, you understand the plot and wait for what will happen after this event. After watching the movie, there may be movies that end in such a way that I thought it would end like this."
19,https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,The_Fixer,"Jun 16, 2024",10,"Энэ бол зөвхөн Бонгийн л бүтээж чадах кино юм: догшин ширүүн, сүүлийн үеийн капитализмын утгагүй зүйлсийг хатуу шүүмжилсэн хэрнээ хөгжилтэй, хэзээ ч цочирдомгүй.  Энэ бол оны шилдэг кинонуудын нэг юм."
20,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Frida93,"Nov 23, 2024",10,"Cinematic masterpiece: hosted by an incredible lead performance who tells the story of an ordinary family through extraordinary sociopolitical events. The production and the technical compartment are pushed further, generating a powerful and absolutely breathtaking vision."
21,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,BR_moviegoer88,"Jul 21, 2024",10,Absolutely amazing movie that shows life as it is and reminds us about the harsh economic inequality in developing countries
22,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Spay,"May 28, 2024",10,"the ending hit me like a ton of bricks, and I don't think that could have happened without the previous long-ass (and beautiful) runtime."
23,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,kalagane666,"Mar 7, 2024",8,"A masterpiece on a way of life, nothing more nor less candid and essential.
A train on how to be human. Lessons to question oneself. Images that denounce a society where man often unravels himself of his big chores to pass them on to his neighbor. Like the image of this man's big machinery in the tight garage of this lady... and I keep some for myself.
ROMA or AMOR. A mirror promise of some people's past for the tomorrows of today."
24,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,farifa999farifa,"Oct 20, 2023",10,[SPOILER ALERT: This review contains spoilers.]
25,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,alizodiac,"Feb 2, 2023",10,"An absolute rare gem of a movie. I connected with the story in a way I wasn't expecting. Beautifully shot, acted and a story that pulls on your heart strings."
26,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,ElessarZ,"Apr 20, 2022",8,"Como capitalino, aunque desconectado de la época en la que Roma se sitúa, opino que Cuarón comienza a pintar una estética Mexicana/metropolitana sólida y auténtica, la historia, aunque alargada, la encuentro conmovedora y honesta, hasta cierto punto mágica."
27,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,NickTheCritick,"Apr 1, 2022",8,"Wonderful and beautifully directed movie. A sweet dive into the past among childhood memories, those distant but indelible at the same time. A bit like leafing through an old photo album that seemed forgotten. Excellent direction, editing and cinenatography."
28,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,DawdlingPoet,"Nov 23, 2021",7,[SPOILER ALERT: This review contains spoilers.]
29,https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,miladoboor,"Sep 4, 2021",8,[SPOILER ALERT: This review contains spoilers.]
30,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,ChriswatchesTV,"Dec 22, 2024",8,Didn’t like it at first but it grew on me after watching it a second time. Really good acting. It can be a little slow at points but that’s ok. Very emotional movie.
31,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,domin0h,"Oct 4, 2024",9,"a very emotional masterpiece, showing us all 7 emotions of grieve. casey affleck and all the other actors were a good choice, it really takes you with it"
32,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,Craftnight405,"Apr 28, 2023",9,"Der schlecht gelaunte Einzelgänger Lee Chandler (Casey Affleck) aus Boston, reißt zurück in seine Heimatstadt Manchester in den USA, weil sein Bruder Joe überraschend gestorben ist. Dort trifft er seinen 16-jährigen Neffen Patrick (Lucas Hedges), den er schon Jahre nicht mehr gesehen hat und jetzt soll er sich um ihn kümmern. Der Film zeigt in mehreren Rückblenden die Geschichte von Lee und wie er so geworden ist. In Manchester trifft er unter anderem seine Ex-Frau wieder und dessen neuen Freund.

Manchester by the Sea ist ein trauriges Drama. Der Film thematisiert den Umgang mit dem Verlust von Familienmitgliedern. Lees Geschichte ist sehr traurig anzusehen und es ist nachvollziehbar, warum er so geworden ist. Die ersten zehn Minuten sehen wir ihn in Boston, wie er seinem Job nachgeht und er schüchtern ist und Probleme dabei hat neue Leute kennenzulernen und dass er ein Alkoholproblem hat. Ich finde Lee, trotz seiner Probleme sympathisch und kann mich in ihn hineinversetzen. Die Beziehung zwischen ihm und seinem Neffen geht auf Distanz, weil er Angst hat, noch jemanden zu verlieren. Der Soundtrack ist überragend, vor allem in den emotionalen Momenten. Casey Affleck hat zu Recht den Oscar als bester Hauptdarsteller gewonnen. Der Cast generell ist super ausgewählt und man kann jede Figur nachvollziehen. Manchester by the Sea ist ein schöner, emotionaler Film, welcher einen berührt und über die Familiensituation nachdenken lässt. Der Film zeigt, dass es schlechte Familien gibt, man sich trotzdem ändern kann.

9/10"
33,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,ZXSth,"Apr 15, 2023",8,"A frighteningly accurate portrayal of the relentless, lifelong effects of depression and grief. Featuring a great script and outrageously natural acting, this movie possesses absolutely no schlock, pulls no punches, and sacrifices balancing its mood in favour of displaying unprecedented levels of existential cruelty.

Though this movie possesses a certain subtle beauty in its narrative, at its core, it generally depicts a cynical apathy that is punctuated by the loudest kind of bitter suffering. The beauty lies within its bleakness, which can make it as powerful as it is difficult to watch.

While not a movie with general appeal, Manchester by the Sea's bold display of uninterrupted pain and suffering is laudable, and is worth watching for those who can manage to bear witness to the on-screen cruelty it often demonstrates."
34,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,shumat,"Mar 29, 2023",9,this film is really nice!!!!!!  i fully recommended for everybody and for all family and friends to watch.
35,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,frightopia,"Mar 19, 2023",10,This is probably one of the most depressingly realistic films I have ever seen. Such amazing acting.
36,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,Orukayu,"Jan 22, 2023",7,[SPOILER ALERT: This review contains spoilers.]
37,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,All_ButTrU4,"Aug 23, 2022",10,[SPOILER ALERT: This review contains spoilers.]
38,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,NickTheCritick,"Apr 24, 2022",10,"Lee Chandler leads a lonely life in a Boston basement, haunted by his tragic past. When his brother Joe dies, he is forced to return to his hometown on the coast, and discovers that he has been appointed guardian of his nephew Patrick, Joe's teenage son. As he tries to figure out what to do with him, and deals with the burial paperwork, he reconnects with his ex-wife Randy and the old community he fled from. Getting rid of the memory of the tragedy becomes more and more difficult. Exciting film, which tears the tears without wanting to do it. Direction, acting and photography that touch perfection for this film that is quietly among the best family dramas ever made in the history of cinema. Lonergan, director and screenwriter, truly at his best here."
39,https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,hugoferreira,"Jun 1, 2020",10,"It's a near perfect film isn't it? Subtle, gorgeous and perfectly obtains what is set out to achieve."
40,https://www.metacritic.com/movie/small-axe-lovers-rock/user-reviews/?filter=Positive%20Reviews,Elle___michelle,"May 12, 2021",10,So well-executed. I felt like I was present during the party scenes. Cinematography was unmatched. Loved everything about it.
41,https://www.metacritic.com/movie/small-axe-lovers-rock/user-reviews/?filter=Positive%20Reviews,Gdgip,"Nov 27, 2020",8,If you can’t appreciate the music and surrender to the experience then you probably won’t like the movie. Could have been a few minutes shorter.
42,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,wrenumbra,"Dec 10, 2024",9,"When a tale is told that you've heard before, in another time and place, or in another form, the intrigue comes with the telling. To look back on the tale of Orpheus and Eurydice is difficult, because in looking back something always vanishes. I cannot watch this twice; I wish that I could. The love was real and in looking for it again it might vanish in the dark."
43,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,JeBjBo,"Dec 7, 2024",9,"️ ""How do you know it's finished?""   – ""At some point, you just stop.""

‍ The beauty of the visuals, the clear visual language, the outstanding performances, and the deliberate staging evoke not just cinematic painting but infuse the entire film with an almost unbearable tension. Or rather: the feeling that something will end before it has even begun. I can recall only a few films that have conveyed this feeling so profoundly to the audience.

 Initially, I had to embrace the formal, almost rigid staging, look more closely, peek beneath the surface—just like with a painting, where hidden emotions only reveal themselves through active observation. What is shown, and what is left out?

️‍ And then there’s the final scene (Vivaldi), one of the most haunting and stirring I have ever witnessed."
44,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,1zabe11a,"Oct 5, 2024",10,Filme muito poético. Com certeza foi um dos melhores filmes que já aprecei em vida. Assistiria milhares de vezes.
45,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,Alireza_Esmaeil,"Sep 10, 2023",10,"if you like movies like persona, don't miss this one.
finally a worthy movie to watch.
everything is good in this movie.
a true masterpiece."
46,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,hannahwashere,"Mar 30, 2023",10,"Beautifully shot, an amazing cast. So rich and gets better with each rewatch."
47,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,AJ_13,"Jun 27, 2022",9,"Unlike anything I've seen before. The ""glance game"" is masterful, Claire Mathon's cinematography is hipnotic and both leads performances are flawless. Genius filmmaking by Céline Sciamma."
48,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,All_ButTrU4,"Apr 21, 2022",8,"Visually stunning feast detailing the difficult love story of two women of varying class and temperament. It's a tragic tale with a ponderous air with the gradual pace it takes,cautiously. What makes this notably fantastic is its modest storytelling which focuses on the central love story. All that said the movie doesn't break new ground or deliver an original story. Instead if Repackages cliches in an arguably better form"
49,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,ChanekeCholo,"Dec 13, 2021",10,"Romance in its greatest splendor. Portraited it in a cinematography that every single shot can be a gorgeous painting. Every single aspect feels the most genuine and natural that I've ever seen in a love film; the acting, directing, script, cinematography and editing are summarized in a simple word, BEAUTY."
50,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,DawdlingPoet,"Nov 20, 2021",8,"This is quite a brooding film, with many scenes featuring little in the way of dialogue - it's often what's not said but conveyed visually that counts. It's pretty atmospheric and I liked the cinematography, with shots of the nearby cliffs and beach just 2 examples. A solid period drama, I'd recommend this, yes."
51,https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,sergiopalma02,"Nov 16, 2021",9,A masterpiece in filmmaking. This is an incredible slow burn that pays off in the end.
52,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,KyleS,"Jan 18, 2025",10,Yes you are. We've talked about this. You're the best Mandingo I own. Do I have to tell Bubba to bring out the hounds again?
53,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,Vjinaa,"Jun 19, 2024",7,[SPOILER ALERT: This review contains spoilers.]
54,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,adrianjacobs,"Jan 3, 2023",10,One of the best movies I have seen. There is not a single thing that this film sets out to accomplish that it does not execute to perfection. I am so grateful that the makers of this film have provided such a powerful medium for James Baldwin's voice to speak through the ages.
55,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,shumat,"Jun 25, 2022",8,it could be better but still it is recommended to see it with friends and with family
56,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,TheShrike222,"Jul 29, 2017",10,"To watch this documentary only once would be to do it a disservice. It needs to be watched again, with intense focus, an open mind, and an open heart if you are to see what James Baldwin demands, rightfully, be seen, understood and acted on."
57,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,brianarr,"May 14, 2017",10,A brilliant and heart-wrenching portrayal of the reality of racism in America. Some technical annoyances with narrative over clips with audio that are detract from the otherwise flawless execution.
58,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,Relaxedmike,"May 8, 2017",10,"This is a great introspective delight narrated by Samuel Jackson. For you people who avoid blacks simply because you don't want to or do not how how to deal with them, this will give you tremendous insight into what it feels like to be black in america. Don't hate..Learn!! As one old classic line goes? Some people cannot/will not..handle the truth!! Please, Don't be one of them. Because..I Am Not The Negro YOU..Want Me To Be!!!!"
59,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,KeithDow,"Mar 9, 2017",8,"I Am Not Your Negro is a powerful--and timely--documentary that makes clear the story of race relations in America is still being written.  Directed by Raoul Peck and narrated by Samuel L. Jackson, the film presents vast amounts of archival footage from the civil rights era, juxtaposed against modern day representations of racial conflict, in which both the past and present are contextualized by the words of writer James Baldwin.

Given that the source material is nearly 40 years old, many of Baldwin’s thoughts and opinions on the black experience in America ought to feel dated, yet the overall feeling leaving the theater isn't about how far we've come, but how much farther we still have to go."
60,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,TVJerry,"Feb 18, 2017",8,"James Baldwin was a distinguished black writer and an outspoken critic of race relations in America. There are elements of a traditional doc in this film, but it's more an artistic treatise using Baldwin's eloquent words (quietly voiced by Samuel L. Jackson) and charismatic on-screen appearances to delineate his musings on the subject. It's supported with disturbing historical photos and excerpts from Hollywood films. There is a focus on 3 great leaders of the civil rights movement (Medgar Evers, Malcolm X, Martin Luther King), but the extended analysis sometimes becomes repetitive or seems to ramble. Even so, this is a forceful examination that sadly still rings true more than 50 years later."
61,https://www.metacritic.com/movie/i-am-not-your-negro/user-reviews/?filter=Positive%20Reviews,GreatMartin,"Feb 10, 2017",7,"(Disclosure--not full: I met James Baldwin at the 92nd Street YMCA in NYC just after his second book ""Giovanna's Room"" was published and he was participating on a panel for what was very rare at that time talking about gay sex, black men and women in the 1950s none of the  3 related to each other. At that time he was friends with Marlon Brando and Wally Cox and I had lived next door to the former and when he saw me he hugged me and asked me to join them for  a bite to eat afterwards. For awhile I became part of their circle though I certainly was on the outer circle!)

With all that said after he went to live in Paris I didn't see him nor when he came back so I didn't know too much about his last book that wasn't finished when he died and Director Raoul Peck decided to make this documentary using Baldwin's words, and public appearances, to finish the book.

James Baldwin knew Medgar Evers, Malcolm X and Martin Luther King, Junior, and all 4 men, in the 1970s, wrote and spoke about events that took place many decades before and, unaware, all talked about events that are taking place today.

""I Am Not Your Negro"" is an in your face look at race relations in our country from day one until today and though it is Oscar nominated it would be better seen on HBO or PBS or showed in classrooms for all ages.

I do hope whoever sees this will be lead to the readings of James Baldwin's from his ""Go Tell It On The Mountain"" to ""Giovanni's Room"", ""The Fire Next Time"", ""Notes Of A Native Son"", ""Another Country"" just to name a few that will have you entertained, moved, educated and intrigued."
62,https://www.metacritic.com/movie/collective/user-reviews/?filter=Positive%20Reviews,gracjanski,"Jan 8, 2022",9,"The best thing about this documentary is, that it had access to meetings of the health minister and the journalist team, so it provides you with background information. I like also, that the movie is neutral and doesnt want you to indoctrinate for example."
63,https://www.metacritic.com/movie/collective/user-reviews/?filter=Positive%20Reviews,bertobellamy,"Aug 10, 2021",8,"Can't believe the Academy chose 'My Octopus Teacher' over this. Are they ten or something? Anyway... I live in Mexico, and I can see a sad resemblance with the Romanian people. In one scene, a doctor and the young minister talk about how everyone involved in the antiseptic scandal that shocks the country has lost their humanity, and that's something as a Mexican I ask myself all the time. Not only our governments but our societies are rot to the core.

'Colective' is depressing on so many levels, but I applaud the labor of everyone who participated not only in unmasking the authorities but in making this relevant film."
64,https://www.metacritic.com/movie/collective/user-reviews/?filter=Positive%20Reviews,katezoe,"Feb 10, 2021",10,A government run amok with corruption behind every door. Incredible access given to the filmmakers. It is one of the best documentaries of 2020 and a possible Oscar Nominee in that category.
65,https://www.metacritic.com/movie/collective/user-reviews/?filter=Positive%20Reviews,LisaLR1,"Jan 5, 2021",9,"COLLECTIVE is a powerful, shocking documentary directed by Alexander Nanau exploring the aftermath of the October 2015 Colectiv nightclub fire in Bucharest, Romania which killed 64 people, 26 at the site, 38 in hospitals, injuring 146. With a new election year looming, Journalists and a newly appointed Minister of Health investigate the hospital deaths and expose a corrupt health care system in Romania that has years of unscrupulous political involvement and interference. The film is a very timely exposé on how absolute power corrupts absolutely."
66,https://www.metacritic.com/movie/collective/user-reviews/?filter=Positive%20Reviews,EmanuelPop,"Dec 10, 2020",10,"The horrors of Collective are sickeningly specific; the implications, as suggested by its comprehensive indictment of a title, are universal."
67,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,JoaoRodarte,"Jun 3, 2024",9,"Great movie with exceptional performance by both leading and supporting actors/actresses. In this film, gazes and expressions communicate better then words, and the body language speaks volumes in each scene. Loaded with symbolism and references that give the movie meaning and depth, this is a masterpiece, deserving of even more attention then it got."
68,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,zzidane123,"Feb 5, 2024",10,"A masterpiece ! This movie is so amazing and unique, loved everything about and the actions are so unexpected and heart melting"
69,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,abusaleh1234,"Oct 12, 2023",10,[SPOILER ALERT: This review contains spoilers.]
70,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,NamKhungTranh85,"Jul 18, 2023",10,"Nam Khung Tranh  là cong ty chuyen san xuat cac loai canvas treo tuong trang guong theo yeu cau tranh cavas treo tuong,tranh trang guong tai tphcm thanh pho ho chi minh ban dang co nhu cau mua tranh trang tri van phong phong phong khach,phong ngu hay tham khao nam khung tranh nhe chung minh co rat nhieu tranh theo chu de khac nhau nhu phong canh nghe thuat chuyen san xuat theo yeu cau cua khach hang quy trinh bao gia don gian
****/"
71,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,wolfe_707,"Sep 22, 2022",10,"Divine lesbian classic movie,,

Carol is an emotional, classic, masterpiece work of art. Everything is so perfect; the script, the directing"
72,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,Kiryu25,"Sep 11, 2022",10,"Gorgeous production values but not much depth, other than in depicting the potentially devastating homophobia of the times - which of course is no small thing."
73,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,Habibiehakim,"Jul 9, 2022",9,"Carol is one of the most simplest beautifully well done film that fills with a very simple story supportively played by the supporting cast, and strengthenly played by the main cast that was incredibly perform by Cate Blanchett and Rooney Mara."
74,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,argentshard,"Dec 22, 2021",10,"A wonderful film about discovering lesbian sexuality in the 1950s when the norm was to be in a heteronormative nuclear family. I am not a fan of the cheating in the story, but this is by far the best lesbian themed film of all time."
75,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,Itsmaya,"Feb 18, 2021",8,"This film just gets to you, you get so invested in the characters and in the story, and it all feel very natural and real.
The soundtrack is amazing as well!
I'm really recommending this film and I think it is just great, good cast with an incredible chemistry all wrapped up with a touching story!"
76,https://www.metacritic.com/movie/carol/user-reviews/?filter=Positive%20Reviews,Kandrauwu,"Aug 28, 2020",10,"Película llena de amor y pasión, que hará que salga más de una lágrima y miles de suspiros"
77,https://www.metacritic.com/movie/amazing-grace-1972/user-reviews/?filter=Positive%20Reviews,strangebrew123,"Apr 13, 2025",7,I love Aretha so I'm biased! A great film about an awesome singer! Watch it!
78,https://www.metacritic.com/movie/amazing-grace-1972/user-reviews/?filter=Positive%20Reviews,Rumours,"Nov 24, 2021",10,Aretha certainly has a divine talent that no money could buy. Ghetto girl conquered white america with her innate talent!
79,https://www.metacritic.com/movie/amazing-grace-1972/user-reviews/?filter=Positive%20Reviews,DawdlingPoet,"Nov 21, 2021",8,"As documentaries go, this is a pretty straight forward one, showing the filming **** concert with Aretha Franklin and the Southern Californian Community Choir in the early 1970s. The singing is undoubtedly great and its nice to see the atmosphere in the small, church, venue - its quite infectious even, although, obviously, in a good way!. The songs are quite atmospheric and I'd be surprised if you didn't find yourself tapping your toes to the various catchy tunes, such as 'Mary, Don't You Weep', 'What A Friend We Have in Jesus' and the titular 'Amazing Grace'. The picture is slightly grainy I suppose but then, of course, this was recorded some time ago and I guess you could say it adds to the sentimentality/nostalgic aspect of it. I thought it was a bit of a shame that there's no additional information about the singers life given alongside the performances - I suppose I assume that music documentaries will include more than 'just' the music itself but that's not to say that it's not a good, uplifting, entertaining and enjoyable musical performance because it is. I suppose I think of it more like a concert film than a music documentary as such. In any case, she certainly had a pretty amazing voice and she made the most of it. I appreciate and respect that, having seen this film. For fans of Aretha Franklin's music, I would most certainly recommend this, yes."
80,https://www.metacritic.com/movie/amazing-grace-1972/user-reviews/?filter=Positive%20Reviews,aceofspadespdx,"Dec 15, 2019",10,"Spellbinding. Finally, an indie film that isn't geared toward hipsters, and reveals itself to be even more indispensable than the original double album."
81,https://www.metacritic.com/movie/amazing-grace-1972/user-reviews/?filter=Positive%20Reviews,GrantD243,"Aug 23, 2019",9,"I'm not a religious person so I am generally not a fan of church music, but there's just something different about it when Aretha Franklin is singing it. It's absolutely magical and when she stops singing you just want her to immediately start another song. This documentary is pretty barebones, and that's how it should be. It puts her performance in the spotlight and that's it. There's no voice over or interviews, only the performance. This is a must watch for, well, everyone...regardless of your religious perspective."
