movie_url,username,date,score,review
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,kkhenrj,"Feb 2, 2025",7,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Aziz_Kash,"Oct 6, 2024",10,"Godlike show that deserves its praise. No question!!!!!!!!!!!!

Amazing story and setting. The pacing and ending are masterpieces"
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,drqshadow,"Sep 24, 2024",9,"A relatively simple, low-key racket spirals way out of control as an impoverished lower class Korean family weasels their way into the lives of a wealthy, naïve, white collar household.

Unpredictably composed, Parasite shifts effortlessly between several genres, evenly mixing comedy with tragedy and several stops in between. Of the versatile tools in that particular box, the film's at its best on the frequent occasions that it ratchets up the tension. I constantly caught myself holding in deep breaths, completely immersed in the moment and conflicted about the best possible outcome. Not all of those nail-biters lead to fireworks, and the film is careful not to overplay its hand, so that, when the time is right, the inevitable explosions land like a flurry of unexpected body blows.

The first hour is captivating, as the leeches' shady plot comes together and their long con gains momentum, but the home stretch, with its string of sharp curves and grim consequences, is unrestrained chaos in the best of ways. One helluva ride."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Urug,"Sep 3, 2024",9,"An amazing movie that keeps getting crazier and crazier until the very end. It starts as something, then evolves into something else, and then into something else. It is an amazing story of a poor family that turns into an amazing horror movie about a poor family. It needs a watch."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,BigYeedus,"Aug 28, 2024",9,"Incendiary filmmaking.  A watermark for modern-day suspense that combines social commentary, cringe comedy, and nail-biting tension in ways that are exhilarating and unprecedented.  The cast is terrific, with Song kang-ho, Park so-dam, and Cho yeo-jeong all standing out as highlights.  The script is razor-sharp, with every set piece and character decision leading to jaw-dropping results.  The Kim family is sympathetic, but their actions often veer squarely into anti-hero territory.  Bong joon-ho is a master of his craft.  There are some shots in this movie that belong in a museum, including one framed mostly in darkness near the end of the movie that will take your breath away.  The pacing is perfect, with every ounce of tension mined from each scene until the consequences of the Kims' actions comes to bear.  Run and see this one, and get ready to be wowed."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Nminnnn,"Jun 17, 2024",10,"Bong Joon-ho's direction showcases his mastery in storytelling, utilizing symbolism and visual metaphors to convey underlying themes of greed, desperation, and the inherent inequality entrenched in society. The film's unpredictability keeps audiences on the edge of their seats, culminating in a gripping and unforgettable climax."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Tushig86,"Jun 17, 2024",9,I've never tried Asian movies but my friend recommended me this movie. But this one was better than some Hollywood movies. It made me think about poor side of the world and how they struggle day to day until the day they die. It made feel sorry for those poor people and really encouraged me to help those who need help and support. I started helping local poor people with my friend. Highly recommend this movie.
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,mwowta,"Jun 17, 2024",7,"After watching the trailer, it seemed like a movie made to keep watching the movie with simple plot, no serious disturbing things, and once you start watching the movie, you understand the plot and wait for what will happen after this event. After watching the movie, there may be movies that end in such a way that I thought it would end like this."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,The_Fixer,"Jun 16, 2024",10,"Энэ бол зөвхөн Бонгийн л бүтээж чадах кино юм: догшин ширүүн, сүүлийн үеийн капитализмын утгагүй зүйлсийг хатуу шүүмжилсэн хэрнээ хөгжилтэй, хэзээ ч цочирдомгүй.  Энэ бол оны шилдэг кинонуудын нэг юм."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Vjinaa,"Jun 16, 2024",10,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,dennysrl,"Apr 22, 2024",10,"Parasita é um clássico instantâneo, o melhor filme do século 21 e um dos melhores de todos os tempos!"
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,NoahTheGamerGuy,"Feb 18, 2024",8,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,Sceptique7,"Dec 27, 2023",10,"Masterpiece. A gift for Humanity. 
Do you want to see what's inequality about ?
Take a look. Enjoy."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,DoctorK,"Nov 17, 2023",10,It starts off slow. Almost decided to watch something else. I read other people’s reviews and had some patience. It just gets crazier and crazier in a good way. Solid film.
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,RoystonCharmain,"Nov 3, 2023",7,"A very stylish film with lots of funny moments, but I have to admit that I felt a little underwhelmed after all the hype. That's on me, not the film. This was very good, but no more."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,DarkwingSchmuck,"Jul 27, 2023",10,"If Bong Joon-ho (The Host, Snowpiercer) hasn't already solidified himself as one of the greatest living directors, then Parasite removes any last doubt. This masterfully crafted story about class discrepancy is a must-see. Just make every attempt to avoid spoilers before going in."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,nikos3194,"Jul 24, 2023",10,"A brilliant and thought-provoking movie that explores the themes of class, inequality, and social mobility. It’s a movie that will make you laugh, cry, and think deeply about the world we live in. The film is a must-see for anyone interested in the art of cinema."
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,AgentLvi,"Jun 27, 2023",9,"Excellent movie. The story is so enjoyable, scoring is really great, visual is decent, and the voice is stunning"
https://www.metacritic.com/movie/parasite/user-reviews/?filter=Positive%20Reviews,DHarland,"May 13, 2023",10,"Masterpiece. The film is at times funny, poignant, original, thrilling. A social satire that also hits home."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Frida93,"Nov 23, 2024",10,"Cinematic masterpiece: hosted by an incredible lead performance who tells the story of an ordinary family through extraordinary sociopolitical events. The production and the technical compartment are pushed further, generating a powerful and absolutely breathtaking vision."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,BR_moviegoer88,"Jul 21, 2024",10,Absolutely amazing movie that shows life as it is and reminds us about the harsh economic inequality in developing countries
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Spay,"May 28, 2024",10,"the ending hit me like a ton of bricks, and I don't think that could have happened without the previous long-ass (and beautiful) runtime."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,kalagane666,"Mar 7, 2024",8,"A masterpiece on a way of life, nothing more nor less candid and essential.
A train on how to be human. Lessons to question oneself. Images that denounce a society where man often unravels himself of his big chores to pass them on to his neighbor. Like the image of this man's big machinery in the tight garage of this lady... and I keep some for myself.
ROMA or AMOR. A mirror promise of some people's past for the tomorrows of today."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,farifa999farifa,"Oct 20, 2023",10,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,alizodiac,"Feb 2, 2023",10,"An absolute rare gem of a movie. I connected with the story in a way I wasn't expecting. Beautifully shot, acted and a story that pulls on your heart strings."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,ElessarZ,"Apr 20, 2022",8,"Como capitalino, aunque desconectado de la época en la que Roma se sitúa, opino que Cuarón comienza a pintar una estética Mexicana/metropolitana sólida y auténtica, la historia, aunque alargada, la encuentro conmovedora y honesta, hasta cierto punto mágica."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,NickTheCritick,"Apr 1, 2022",8,"Wonderful and beautifully directed movie. A sweet dive into the past among childhood memories, those distant but indelible at the same time. A bit like leafing through an old photo album that seemed forgotten. Excellent direction, editing and cinenatography."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,DawdlingPoet,"Nov 23, 2021",7,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,miladoboor,"Sep 4, 2021",8,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,LuiEv,"Aug 30, 2021",10,"Simply put, Roma is one of the most beautiful movies ever made. The story is one of those that you will rarely come across. The acting is sublime and every scene is worth of pausing and admiring the cinematography. If you like popcorn movies that is totally fine but don't expect this movie to sucumb to such levels. This movie is meant to move you and changed the perspective that you have about love and relationships."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Conair,"Oct 15, 2020",10,"This movie really surprised me! I thought it would be a really quiet, artsy, somber film (which it was), but it also was incredibly tense and even violent at points. There are so many tragedies that happen during the movie, big and small. The ending is blunt, hopeful and bittersweet; and excellent finale for a spectacular film."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,JP32,"Jun 15, 2020",9,"It serves as a portrait of a side character in Cuarón's life, his family's loyal housekeeper, Cleo (Yalitza Aparicio). Cuarón finds in her story, a sweeping odyssey. No, she isn't commanding armies or leading a revolution, but her journey through life's familiar stresses feels just as harrowing. Credit for this feeling of grandeur has to go to Cuarón, who projects immense emotional power onto recognizable facets of everyday life."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Real_g22,"Jun 4, 2020",9,"Una historia muy buena pero no es para todo el mundo. Un tanto monótona con escenas muy largas pero detrás de las cuales hay una gran producción. Tiene cosas MUY buenas y recalcables como lo son sus actuaciones (las cuales son de otro mundo), fotografía o dirección. En general una película hermosa con una historia cautivadora"
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Abarticulations,"May 7, 2020",10,"hey friends my user: ABARTICULATIONS is wrong. im sorry better call me ESTACIONAMIENTO my new user is ESTACIONAMIENTO. The word of my user ABARTICULATIONS doesn't exist. My new user is ESTACIONAMIENTO. Ok, the movie es interesting. My username: ABARTICULATIONS will still be there. I got the word wrong.  But my real username is ESTACIONAMIENTO. Remember i'm not ABARTICULATIONS, I am ESTACIONAMIENTO."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,LegitSalt,"May 3, 2020",9,"Alfonso Cuarón (Gravity, Children of Men) is one of the Academy’s favourites, almost anything he makes is showered by their praise and awards. I disagree with some of the extreme fanfare, but that is not to say that many of his works are quite stellar. While I still prefer Children of Men, Roma offers many new experiences that I admit to enjoying. Roma is mostly a stark drama which explores class divide, marital struggle, and how unresolved broken relations can leave lasting wounds. The cinematography is the best part of Roma; there are maybe two poorly shot scenes, but the others more than make up for these. Roma is filled with expansive landscapes and busy scenes. The set pieces and extras are phenomenal; nothing feels phoney and there is a lot of everything. The riot and search scenes are filmed over large sprawling areas with well-coordinated groups of people all portraying different characters. Roma tells the story of a dysfunctional family, the maid who serves them, and the struggles they face as the economy and family structure collapse around them. Cuarón has truly created a long-lasting masterpiece in Roma, something that will be studied and returned to again and again."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Rojas212,"Apr 7, 2020",10,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,Alex_P,"Mar 30, 2020",10,"Roma... is single handedly the most slow paced and boring movie I have ever watched. But it is also the most exciting, scary, thought provoking and interesting movie I've ever seen. It takes it's time to tell a story, and it makes that clear in the first couple minutes of the film, where we watch a floor being washed for a solid 3 minutes, which doesn't seem like long but it drags on. The first two acts are interesting, sure, but slow and it drags out. Then all of a sudden, in the third act, BAM! everything happens, and we have been well prepared with the previous hour and 30 minutes of film to deal with it. It is definitely not everyone's movie, but wow, it's one hell of a snail ride.
The cinematography speaks for itself, as most people associate Roma with the cinematography. It is fantastic, probably the best I've seen, but people don't give enough credit to the sound editing. If you haven't seen it yet, do NOT watch this on a tv (unless itis widescreen surround sound) watch it on a big phone or tablet, with a wide screen and put high quality surround sound headphones in. Obviously It would of been ideal to watch it at the cinema, but it's too late now. You really need to pay attention to this movie, don't have it on in the background, you need to watch it and focus on it
The reviews speak for themselves, this is less of a movie, more like Art, with a Capitol A."
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,PalpetineSheev,"Mar 20, 2020",9,"*Me looking at all the audience reviews*:
Say boring again! I dare you! I double dare you muthafu-!"
https://www.metacritic.com/movie/roma/user-reviews/?filter=Positive%20Reviews,veryhappy_yay,"Jan 11, 2020",10,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,ChriswatchesTV,"Dec 22, 2024",8,Didn’t like it at first but it grew on me after watching it a second time. Really good acting. It can be a little slow at points but that’s ok. Very emotional movie.
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,domin0h,"Oct 4, 2024",9,"a very emotional masterpiece, showing us all 7 emotions of grieve. casey affleck and all the other actors were a good choice, it really takes you with it"
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,Craftnight405,"Apr 28, 2023",9,"Der schlecht gelaunte Einzelgänger Lee Chandler (Casey Affleck) aus Boston, reißt zurück in seine Heimatstadt Manchester in den USA, weil sein Bruder Joe überraschend gestorben ist. Dort trifft er seinen 16-jährigen Neffen Patrick (Lucas Hedges), den er schon Jahre nicht mehr gesehen hat und jetzt soll er sich um ihn kümmern. Der Film zeigt in mehreren Rückblenden die Geschichte von Lee und wie er so geworden ist. In Manchester trifft er unter anderem seine Ex-Frau wieder und dessen neuen Freund.

Manchester by the Sea ist ein trauriges Drama. Der Film thematisiert den Umgang mit dem Verlust von Familienmitgliedern. Lees Geschichte ist sehr traurig anzusehen und es ist nachvollziehbar, warum er so geworden ist. Die ersten zehn Minuten sehen wir ihn in Boston, wie er seinem Job nachgeht und er schüchtern ist und Probleme dabei hat neue Leute kennenzulernen und dass er ein Alkoholproblem hat. Ich finde Lee, trotz seiner Probleme sympathisch und kann mich in ihn hineinversetzen. Die Beziehung zwischen ihm und seinem Neffen geht auf Distanz, weil er Angst hat, noch jemanden zu verlieren. Der Soundtrack ist überragend, vor allem in den emotionalen Momenten. Casey Affleck hat zu Recht den Oscar als bester Hauptdarsteller gewonnen. Der Cast generell ist super ausgewählt und man kann jede Figur nachvollziehen. Manchester by the Sea ist ein schöner, emotionaler Film, welcher einen berührt und über die Familiensituation nachdenken lässt. Der Film zeigt, dass es schlechte Familien gibt, man sich trotzdem ändern kann.

9/10"
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,ZXSth,"Apr 15, 2023",8,"A frighteningly accurate portrayal of the relentless, lifelong effects of depression and grief. Featuring a great script and outrageously natural acting, this movie possesses absolutely no schlock, pulls no punches, and sacrifices balancing its mood in favour of displaying unprecedented levels of existential cruelty.

Though this movie possesses a certain subtle beauty in its narrative, at its core, it generally depicts a cynical apathy that is punctuated by the loudest kind of bitter suffering. The beauty lies within its bleakness, which can make it as powerful as it is difficult to watch.

While not a movie with general appeal, Manchester by the Sea's bold display of uninterrupted pain and suffering is laudable, and is worth watching for those who can manage to bear witness to the on-screen cruelty it often demonstrates."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,shumat,"Mar 29, 2023",9,this film is really nice!!!!!!  i fully recommended for everybody and for all family and friends to watch.
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,frightopia,"Mar 19, 2023",10,This is probably one of the most depressingly realistic films I have ever seen. Such amazing acting.
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,Orukayu,"Jan 22, 2023",7,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,All_ButTrU4,"Aug 23, 2022",10,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,NickTheCritick,"Apr 24, 2022",10,"Lee Chandler leads a lonely life in a Boston basement, haunted by his tragic past. When his brother Joe dies, he is forced to return to his hometown on the coast, and discovers that he has been appointed guardian of his nephew Patrick, Joe's teenage son. As he tries to figure out what to do with him, and deals with the burial paperwork, he reconnects with his ex-wife Randy and the old community he fled from. Getting rid of the memory of the tragedy becomes more and more difficult. Exciting film, which tears the tears without wanting to do it. Direction, acting and photography that touch perfection for this film that is quietly among the best family dramas ever made in the history of cinema. Lonergan, director and screenwriter, truly at his best here."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,hugoferreira,"Jun 1, 2020",10,"It's a near perfect film isn't it? Subtle, gorgeous and perfectly obtains what is set out to achieve."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,MiguelAngel78,"Mar 7, 2020",10,Es impresionante el profundo nivel de dolor emocional que los hombres debemos soportar y mantener dentro de nosotros. Manchester realmente captura la tragedia y estocisimo con los que tenemos que lidiar siendo hombres
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,keanex,"Feb 19, 2020",9,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,eli_fjr,"Nov 7, 2019",9,[SPOILER ALERT: This review contains spoilers.]
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,LucasTS,"Sep 23, 2019",10,"Summary: After the death of his older brother Joe (Kyle Chandler), Lee Chandler (Casey Affleck) is shocked to learn that Joe has made him sole guardian of his nephew Patrick (Lucas Hedges). Taking leave of his job, Lee reluctantly returns to Manchester-by-the-Sea to care for Patrick, a spirited 15-year-old, and is forced to deal with a past that… Expand"
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,Deyomas,"Feb 20, 2019",9,"Excellent, depth of emotion, brilliant acting. Terrifyingly real. Cannot be missed."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,syaaamiiil,"Nov 25, 2018",10,This is my favorite movie of all time. The caracters and the script are so damn great. Love.
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,ashleymoore,"Nov 5, 2018",10,"Great movie, made me laugh and cry multiple times. I will forever remember this movie."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,bentheking,"Sep 9, 2018",8,"An exceptional story. Kenneth Lonergan’s screenplay is stupendous articulate. The journey that the characters took were heavy, but relatable. The character development of Lee, however seemed a little jumped to me. Other than that, it’s a perfect movie."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,garmonbozia,"Aug 29, 2018",10,"One of the best dramas I've ever seen. Honest, emotional, sad, warm, funny, scary, dark... - life in a capsule. A meditation on grief. A picture of a family in crisis. The actors are all phenomenal. The movie is slow paced but it grabs your attention and takes you on a journey into somebody's life. You care about the people you watch and you feel what they feel. Great experience."
https://www.metacritic.com/movie/manchester-by-the-sea/user-reviews/?filter=Positive%20Reviews,Grachechkovski,"Aug 8, 2018",7,"It's more art-house's style movie that dramatic. Because of the narrative part is more boring that I guessed before. The plot is meditative and impressive, but the course of the narrative is very slow. I think that it may be more laconic and informative"
https://www.metacritic.com/movie/small-axe-lovers-rock/user-reviews/?filter=Positive%20Reviews,Elle___michelle,"May 12, 2021",10,So well-executed. I felt like I was present during the party scenes. Cinematography was unmatched. Loved everything about it.
https://www.metacritic.com/movie/small-axe-lovers-rock/user-reviews/?filter=Positive%20Reviews,Gdgip,"Nov 27, 2020",8,If you can’t appreciate the music and surrender to the experience then you probably won’t like the movie. Could have been a few minutes shorter.
https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/user-reviews/?filter=Positive%20Reviews,wrenumbra,"Dec 10, 2024",9,"When a tale is told that you've heard before, in another time and place, or in another form, the intrigue comes with the telling. To look back on the tale of Orpheus and Eurydice is difficult, because in looking back something always vanishes. I cannot watch this twice; I wish that I could. The love was real and in looking for it again it might vanish in the dark."
