,movie_url,username,date,score,review
18,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,MilesEdwards,"Sep 8, 2016",4,"Films with such critical praise are usually fantastic. But that isn't the case with Boyhood.

Richard Linklater delivers a boring, gimmick of a movie with next to no redeeming qualities.

There's a lot of ham fisted scenes: such as the domestic abuse scene, which felt rushed and on the nose. As someone who's experienced this I can tell you that it's the most generic domestic violence ever put to film.

Another thing wrong with this film is how long and boring it is. The film has nothing that makes you keep watching. The main character, I did not like- I thought he was a bit of an ass and I didn't care about the supporting characters (except Ethan Hawk).

Speaking of Ethan Hawk, he's by far the best part of the film next to the cinematography and shot composition. It's a technically well made film, but it's boring as hell.

If you'd have took about 30 minutes off of the run time, it might have been digestible. But no, it's long, drawn out and pretentious.

Linklaters director is noting to get hype about its fine. Nothing worse nothing more.

The script was okay but could feel a bit cheesy at times.

Overall this is a boring, unmemorable and unrewarding experience that doesn't deserve most of the praise it's getting."
19,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,mehdieliass,"Jul 23, 2016",5,"So According to Metacritic this film is better than Goodfellas , Inception , Forrest Gump , Shawnshank Redemption ? i think this film is boring , there is allot of boring talk between scenes , the cast was not remarkable"
20,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,Sceptic90,"May 1, 2016",5,"I know this is not a bad film. However, is it worth this score? I do not think so. There are tons of movie that can give impression to this degree with much shorter running time."
21,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,FolderMath,"Mar 19, 2016",4,"I really have to agree with I Hate Everything on this one. This is a film about a stereotypical boy's life, and his stereotypical dreams and his stereotypical aspirations, and his stereotypical friends and his stereotypical school life. And don't forget about his stereotypical family. I do admire and appreciate the actors and the crew for sticking with this movie for 12 years. There was a solid performance or two, but that's about how far the good stuff goes."
22,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,zerox720,"Mar 6, 2016",6,"I mean, the movie certainly isn't bad, but it for sure doesn't deserve all of this critical acclaim. I mean its just not that good of a movie. I think other people may really enjoy this movie because it does have a lot of the elements of a movie that would get critical acclaim, but it's just not good enough to get all of it."
23,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,TheDude-,"Jul 19, 2015",6,"Boyhood was a stellar film for the first half the main character was likable and had some good dialogue but the second half is a whole different story the dialogue is stale, the main character becomes an unlikable hipster conspiracy theorist **** and just loses everything it had built up."
24,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,Jalemany,"Jun 16, 2015",6,"Ok, yes, it is quite awesome that the movie is shot during 12 years using the same actors. Since this is film about growing up, that fact is quite important. BUT, since this is not a documentary, just a fiction piece, we couldn't care less if the kid, teen, young adult, is the same person or not. Who cares. The point is that as narrative story is flat, it lacks depth and character insight ... too much time span, too many broad strokes. It was entertaining, just that."
25,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,castlechick87,"May 16, 2015",4,"This movie got good reviews, obviously, but because of that, I expected more. I admit, this movie was unique because of the time it captured and it was different to see the actual progression of this boy and character. The quality **** movie makes the viewer feel something, whether it's sadness, shock, fear, when it leaves you wanting more. This movie didn't do that for me. The sister annoyed me in some of her younger scenes and I didn't feel as if there was enough emotion or conflict. Perhaps I missed something others saw, but it's not a movie I would choose to watch again."
26,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,JohnKristofer,"May 9, 2015",6,"In 2002,Richard Linklater has an idea  of a film that became the greatest gimmick in movie history. Journey a long with a six year old boy growing up in an awkward **** movie is beautiful but nothing **** ready as this film force you to watch a boy who grows up and that's about it. But the **** movie has no plot or even the fun out of it,It's just a gimmick that works I think whiplash is much better than this.I gave it a mixed review cause it has potential and yes it is a beautiful film but it lacks the magic and the plot(I think)."
27,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,notlaw,"Mar 24, 2015",6,"I really cant understand all the hype surrounding this movie i mean yes it was filmed over 12 years which is original they get points there, its not a bad movie but doesnt really have much else going for it. Ethan and Partricia give good preformances and apart from wanting to punch the first drunken husband and getting a chuckle hear and there it doesn't really make you feel much else just drags on for ages with the main character leading a pretty boring life."
28,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,dyshpo,"Mar 22, 2015",6,"Dyshpo's Law

1. When a film has more than 3 producers it shall ****.

2. When a film has more than 2 writers it will ****.

3. When a film has more than 1 director it will **** . (excluding animation)"
29,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,PfenderStrat621,"Mar 15, 2015",6,"As a movie i enjoy it, but as a Richard Linklater movie it was really disappointing and i think it doesn't live up for the praise the critics has given to it (although i think they were paid off). I still thought it was a good movie that require some effort and i appreciate that. I like it as a journey of growing up with some relatable things and nostalgic events, but other than that it was EXTREMELY FLAWED. A lot of things that happened through the first half and second half were really underdeveloped and If you think about it, it doesn't make sense and you end up seeing it as a mess. The screenplay was good but some parts of it were really forced and written in a poor and unfocused way just to give sense to the scenes. I was expecting the script to be as amazing as the one in the ""Before trilogy"" (directed by Linklater), but it wasn't that good. If the screenplay was like ""Before Sunset"" the movie would be an epic masterpiece, but sadly it wasn't. It is really sad, because in both movies (Boyhood and Before Sunset) there is a huge dependence on the script and that's because it doesn't happen that much on the story of both films. Before Sunset worked really great but Boyhood not so much. I was entertained by it and it's concept was interesting, but it is difficult for me to see it as one of the best movies of 2014."
30,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,doright,"Mar 3, 2015",4,"For the life of me, I can't fathom why the critics love this so much.  Yes; it's uniquely filmed over 12 years.  Other than that, it doesn't have much to recommend it unless you enjoy teenage angst.   I have male children; I know what they think and do during pre-adolescence, adolescence and post-adolescence.  Let's face it, men aren't complicated creatures whether they're children or adults.  Watching 2 hours and 46 minutes of it was pure torture.  I'm only giving it a 4 because Patricia Arquette and Ethan Hawke are great.  Although, I've seen Patricia do better in ""Medium"".  Don't waste your money on this film."
31,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,dfelesina,"Mar 2, 2015",5,"Just because something took 12 years to film doesn't mean it will be good or original. Put the same story in film that was made in about a month, and it would be average. That doesn't make it terrible, but it is decent to say the least."
32,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,hugoactivia,"Feb 23, 2015",6,"Interesting project, great directing and editing, characters interacted very naturally, however, It seemed more like a 12-year long home video. Very dull at some times."
33,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,zurnzurn,"Feb 21, 2015",4,"Incredibly overrated. Dull. Pointless. Long. What is going on with movie critics? The earlier parts are a little more interesting, but it loses any potential steam it had about a third of the way in, and then goes on for two more hours. There's one dramatic scene, which doesn't even tie into any kind of overarching plot or theme or development, and one decent performance (Hawke). The technical accomplishment of filming the same actors over 12 years has proved irrelevant, at least in this instance, so really the movie has nothing to offer at all."
34,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,pesho_one,"Feb 20, 2015",6,"I can see some appeal it this movie, but I think it depends on how you are going to relate to it or if you are even in the right mood to observe+relate rather than just being entertained. I don't care much about the 12 years of real time either, because it only added so much in the overall experience. I would prefer more focused and interesting story-line instead.
That being said, it is hard to predict how every other spectator would precept it and from what angle. But one thing, I am quite certain of, is that it dragged too much for what could be much shorted and more eventful tale. The ending was kind of charming though."
35,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,Axgrinder,"Feb 15, 2015",6,"Boyhood is groundbreaking because it took 12 years to film, but the end result is a movie that is far from satisfying.  With a 2 hours 45 minute run time, the film is much too long.  I can only surmise that director Richard Linklater became so personally invested in the film that he was unable to leave anything on the cutting room floor.

The film is a story is about the life of an adolescent boy, Mason (Ellar Coltrane) and his slightly older sister, Samantha (Lorelei Linklater).  You get to watch them grow up from about age 6 until they leave home for college.  Patricia Arquette and Ethan Hawke play their divorced parents.

Throughout his boyhood, Mason is subdued and reserved.  There are no milestones in his life to celebrate, no tragedies to mourn, no joyous moments, no outbursts of anger; just long periods of monotonous existence.  His life is like that of a rubber duck on a river.  He simply goes where the river of life takes him. The currents and eddies periodically trap him and then take him further downstream.  I waited in anticipation for fate to intervene, for tragedy to strike, for something - anything - to happen!  Instead, watching Mason evolve into an adult was sort of like watching paint dry.

The lives of Mom, Dad and Sister are equally unsatisfying to watch.  Samantha has a bigger, naturally ebullient personality, than her brother but the film focuses almost exclusively on Mason and we end up knowing almost nothing about her life.

Dad cares about his kids but is a late bloomer and, at least initially, is pretty rough around the edges when it comes to parenting.  He sees his kids on weekends, tries hard to engage them in conversation, and gives them the kind of talks that you would expect from a Dad in a movie like Sixteen Candles.  The speeches come across as odd because Dad lives with a professional musician in a dirty apartment complete with empty beer bottles, cigarette butts and a little drug paraphernalia.  Thus, his words are completely incongruent with the life that he lives.

Mom’s life is like a twisted version of Ground Hog Day.  She goes back to college, begins dating her professor and ends up marrying him.  Over time he becomes an angry alcoholic.  Mom leaves him and moves the kids to another part of Texas.  Mom then becomes a community college professor, starts dating one of her students, and ends up marrying him.  Rinse and repeat.   Ultimately, Mom ends up alone and, as Mason leaves for college, wonders if this is all that life has to offer.

Minutes after Mason arrives at college he meet a girl, takes a mind altering drug, goes on a hike, watches the sun set, and realizes that he is happy.  The ending is a lot like nouvelle cuisine at a highly popular restaurant:  The wait is too long and what arrives on the plate is too little to be truly enjoyable."
36,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,raylynch,"Feb 8, 2015",4,Don't get me wrong. I like indie movies but this is just way over-hyped. A touch of mass hysteria for a movie that is really just a cool version of reality tv. All just too ordinary. Birdman has far more going for it. Boyhood is way too long and gives us very little to ponder other than we have all been there. There are so many better things to do with 2 hours and 45 minutes.
37,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,StophJS,"Feb 8, 2015",5,"This movies was particularly weird for me. We all have friends growing up who we drift apart from. Over the course of this movie, I went from really enjoying spending time with young Mason, to cringing while watching an older Mason who I could never even stand to be in a room with.

Not everyone will have this reaction, but this guy's personality when he gets older is insufferable to the point that I wish I could slap him. As a boy, his experiences are some that any boy/man could relate to. As a young adult, he becomes smug and whiney and almost regressed to a teenage state.

That being said, this was a very ambitious project by Linklater with a lot of really great material early on, and a couple of great performances by Patricia Arquette and Ethan Hawke. During the actual ""Boyhood"" segment of the movie, I felt like I could watch it all day. From high school on I continued watching because I felt I had to having invested so much time in it."
38,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,beycause,"Feb 5, 2015",6,"A coisa realmente legal é ver os atores mudando com o passar dos anos. O personagem principal é chato, sem atrativo algum, a história da família não tem nada de interessante. É um filme sem clímax e o final.. nem preciso dizer."
39,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,NikolayG,"Jan 25, 2015",5,"In brief.
Want to see a great film about boyhood? See This Boy's Life.
Want to see Ethan Hawke's best? See Predestination.
Want to save 3 hours? Skip Boyhood.

I loved Before Sunset, Sunrise, and Midnight. But Boyhood is not good.

DO NOT BELIEVE THE HYPE.

Boyhood gets attention for the gimmick of being filmed sporadically over 12 years, so you get to see the kids in the movie grow up. Big whoop. Not an ounce of Hollywood gloss here. The movie goes for realism in the extreme. Homes are dirty, kind of crappy and depressing. It also passes over obvious places other movies would go; it skips cliches. No the step dad does not try to sexually abuse his step daughter. Which was a breath of fresh air. But it also crosses a line of being too realistic in terms of having no real plot. For awhile there IS kind of a plot as the mother deals with a difficult domestic drama. But after that the film sprawls. Example. The dad (minor spoiler, nothing big; probably you'll read about it in any review) seems not entirely to have reached closure with his ex. Maybe is considering getting back with her? But suddenly the movie cuts; it's years later; the dad is with another woman and has had a baby with her. I don't know about you, but between those cuts there might have been some good drama, but it's just skipped. Despite the title, the film dwells on every family member, so it's not like Ethan Hawke is a minor character. Yet they pass over a giant life event.

Minor spoiler is now over.

Yes stories should flow from character, but there should still be a story. Character reveals itself through the crucible of a crisis. Aside from the drama early on with the mom's domestic issue, there is no crisis here, and no story. When Hitchcock was asked what he thought of slice-of-life stories, he said he preferred to give people a slice of cake. I left this movie hungry for that cake. And besides, so-called slice-of-life stories, the good ones, do have a crisis. It's just that it's subtle. We didn't get that here.

There is no depth of the boy's life plumbed here. Just sketchy skit-like scenes semi-related.

Another point. Aside from Ethan Hawke, no one in this movie seems to have a positive attitude about anything ever. It's one thing not to be Disney, but this movie mistakes chronic maudlin negativity for drama. A story requires conflict. But much of the activity in this film doesn't rise to the level of actual conflict. Instead it's just a manifestation of some kind of low grade depression that never quits and slowly grinds down the teeth on the gears of your spirit.

Even though the movie is too realistic, in other ways it is too unrealistic. There is oddly stilted fake sounding dialog in the first 20 minutes or so. Also, the son (the ""boy"" of the title) encounters adult men who act exactly the same toward him all the time, step dad, teacher, boss, all of them criticize him in exactly the same way, and that's all they do. You could switch out the dialog for all these guys. They are all the same. Except Ethan Hawke. Another unrealistic thing. When the boy finally lands a girlfriend, she just happens to be one of the most beautiful women you've ever seen in a movie. This pimply pug nosed boy, without athleticism, brilliance, money, or particular promise, gets a girlfriend who probably would have thought herself too good for a young George Clooney. It's ridiculous. And they were going for extreme realism?

In my own life growing up I encountered some real weird ****. So did friends. They say '**** happens' for a reason. But if this is supposed to be this kid's life, either they skipped over that type of dramatic stuff or he had one heck of a mundane childhood! Also, these people seem to have no center. If they have values or principles or beliefs, that's skipped over too. There is some banter that might try to be passing for philosophy but it amounts to nothing of substance. Yes as an adult paying bills and just trying to survive, you don't go around espousing basic values every day of your life, but these people seem so empty inside, as if they are animals that just happen to be able to speak. There's something off-putting about them from my perspective. They are not like people I have ever known.

Ethan Hawke does a good job acting in Boyhood, but why did he agree to do it? Predestination, his other new movie, is sci-fi, but it's also a study of character as revealed and developed through a protagonist's response to a crisis. It is stellar, brilliant, the best of the best. I am chalking it up on my list of the very best films (of any genre) that I have seen. It will be right beside Before Sunset on my BLU Ray shelf. Predestination raised Ethan Hawke in my estimation, and even Boyhood, which I saw a short time later, cannot bring him down entirely. So let me divert you dear reader. See Predestination. Skip Boyhood"
40,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,DCEdmonds,"Jan 21, 2015",5,"""Boyhood"" 10 Scale Rating: 5.0 (Mediocre) ...

The Good: I have to admire the ambition. It takes a lot of guts and vision create a film piece by piece over a 12 year span and I have to give Linklater credit there. Overall, the film is well acted and the characters are at least somewhat interesting. Ethan Hawke turns in the best performance of the film and newcomer Ellar Coltrane improves drastically as the film progresses. At times, ""Boyhood"" starts to head down a very entertaining path and you can briefly (albeit very briefly) see why it was nominated for Best Picture.

The Bad: But then, once it heads down that path, it does an about face. Time suddenly passes in the film and the previous storyline is an afterthought. At 2:45 the film is also extremely long and it feels it. There are far too many gaps where nothing happens and you feel like you're just watching the life of a regular every day family. Maybe that is the point, but it doesn't make for a very compelling film. Slow moving and with a highly unsatisfactory ending, ""Boyhood"" might be among the most overrated films of all time."
41,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,gxm143,"Jan 10, 2015",6,"On the one hand, being so eliquently reminded that life is what it is, that our own daily struggles are shared and relevant, is certainly worthwhile. That the film is getting so much acclaim is suprising, given the lack of any crisis and somewhat tedious screen time of nearly 3 hours"
42,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,Rewrite,"Jan 9, 2015",6,"Wow -- what a major disappointment!
I knew going in that this movie would have a hard time living up to it's reputation (universal acclaim), but it didn't even come close.
The idea is fantastic, but the execution wasn't. Some of the acting was mediocre at best, especially the sister (who it turns out is the director's daughter). [Note to directors: Ad-lib dialogue is really challenging, and if is not done right it's pretty terrible].
The story line left a lot to be desired - it didn't feel natural.
This was a great idea that could have been so much more, but one cool concept can't carry a movie.
It's still worth seeing, just don't expect the movie of the year or anything close."
43,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,Ripperskite,"Jan 5, 2015",5,"Coincido con muchas de las otras criticas, me parece muy bien que se rodara en 12 años, pero la película en si es lenta y aburrida. Es interesante ver a los mismos personajes creciendo, pero no tiene sentido. Simplemente una vida. Un principio, y no nos cuentan el final."
44,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,Otakutaco,"Jan 2, 2015",5,"I don't understand why this movie had so many awards and praised thrown upon it like it was the most revolutionary movie  since Star **** movie was slow and blandly written and long as HELL(unlike interstellar, which was slow, but well written).Unfortuanetly it doesn't have too much of a plot too back it up,my expectations were also really high because of the ****'s MASSIVE con is the fact that it is almost 3 hours long,if it were 1 hour and 30 minutes long, it probably could have been better. I also fell asleep during 3/4 of the movie, so I had my mom explain the rest of the almost non existent plot.
Over all, this movie is a bore, and you should instead spen your time watching the godfather, Star Wars, or kill bill (which are great movies by the way) over this movie"
45,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,LaraR,"Nov 17, 2014",5,"I had high hopes for this film but it just ended up being too drawn-out and anticlimactic. I'll certainly give the director a 10 for his commitment creating this in a period of 12 years, although, I think that was the only unique aspect about this film. It didn't leave me inspired and I felt like I wasted 165 minutes of my life. But, I processed what I had just seen and I guess, it was alright. This film is way overrated but the director definitely deserves praise for all his work."
46,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,AtariBaby,"Nov 16, 2014",6,"It's an interesting movie with a clever gimmick that I won't give away, but that wasn't enough for me. The movie has fascinating characters and performances, but it lacks too many key elements I want in a film, including pacing. It plays like it was heavily improvised and the best bits were kept in. And it's LONNNNG. I don't share the obvious love that most people felt with this film."
47,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,soylinda21,"Oct 25, 2014",5,"When I heard that this movie was shot for 12 years, I thought it was a brilliant idea. I was ready to be mind blown like the time I watched Gravity.
But when I finally watched it, I thought the film was aimless for the most part. I worried this might be the case when I learned that the movie didn't have a set story and adapted itself to the lead actor's real-life experiences as it went along. My worry turned out to be true: it's basically just a bunch of unrelated events clumsily put together. I don't think even Linklater himself knew where the movie was going, until maybe the very end. I felt like the movie was wandering a lot. At the end of the day, I believe that the 12-year-long filming thing was mostly a gimmick.
Some people might argue that the very fact that there is no point in this movie is the good thing about it because the movie is life itself. Well, I'd rather watch a movie that has a clear beginning, middle, and end and actually knows where it's headed, because my own life is enough for a lifelike experience so to speak.
And another thing, I thought the movie was trying too hard with its political agenda. Sure, filmmakers can incorporate their politics into their work. But it only works when their political views are carefully interwoven with other things, which isn't the case in this film. And I'm a liberal like Linklater so that's saying something.
That said, I think Patricia Arquette gives an Oscar-worthy performance in the movie. She really saved the film for me.
I wouldn't necessarily call this a bad film, but it certainly doesn't deserve the hype and praise it currently gets."
48,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,MrSaturn21,"Sep 15, 2014",4,[SPOILER ALERT: This review contains spoilers.]
49,https://www.metacritic.com/movie/boyhood/user-reviews/?filter=Mixed%20Reviews,downwithdragons,"Sep 10, 2014",6,"Eh. That's really all I can say. There was nothing offensive or particularly wrong with this movie and there were many things to admire (not the least of which is the dedication of everyone involved for 12 years!), but I left underwhelmed. I thought Ethan Hawke and Patricia Arquette were outstanding. The ""boy"" was actually pretty uninteresting. I certainly wouldn't recommend people not see it if they're intrigued, but I might temper their expectations. My expectations were so high and perhaps that was the issue."
50,https://www.metacritic.com/movie/three-colors-red/user-reviews/?filter=Mixed%20Reviews,gracjanski,"Oct 23, 2020",4,A boring movie with veeeery slow pace and an unimportant story. Nice to see Switzerland during the 90s.
51,https://www.metacritic.com/movie/three-colors-red/user-reviews/?filter=Mixed%20Reviews,KingCrasher,"Jan 13, 2018",6,Trintignant carries the mysteriousness of this film to perfection.  An interesting tale of morality.  The production is captivating and the parallel themes work together well to make it an attention holding view.
52,https://www.metacritic.com/movie/the-leopard-re-release/user-reviews/?filter=Mixed%20Reviews,Shahnameh,"Dec 23, 2011",6,"The film is a visual masterpiece, really good mis on scene and cinematography , and even good actors. But it is too long and slowly that you just get tired. IÂ´m used to like Italian movies and I have seen much better Italian movies than this."
53,https://www.metacritic.com/movie/lawrence-of-arabia-re-release/user-reviews/?filter=Mixed%20Reviews,drqshadow,"Sep 21, 2024",6,"The sandy front of World War I, set amongst the dunes and political turmoil of Syria, Egypt and Jordan, as seen by a **** British army officer with maybe a little bit of a messiah complex. A true epic, from the breath-stealing long shots of an unimaginably vast desert to the explosive, well-outfitted battle scenes, it lives up to the billing and then some. I was mesmerized by the photography in particular, which constantly discovers new ways to portray what could have been a rather redundant, flat, boring landscape. Truly beautiful, almost ruminative at times, with an appreciation for the artisanship of film.

As for the plot, well... it's a bit slow. Particularly so in the nearly four-hour director's cut, which feels completely unnecessary. I've never seen the theatrical release, which is noted for being incomprehensible in places due to the awkward cuts, but it seems suspicious that half an hour or more couldn't have been lopped off somewhere to improve the pace. Lawrence of Arabia is an exhausting watch, and not just because of the draining personal transformation we see in the title character. There's good material, of course, plenty of it. The hopeless inner squabble of an Arab population that's desperately close to the unified independence they seek. The protagonist's progression from philosophical humanist to enraged berzerker to **** shell. We get plenty to think about, long after the credits have finally, mercifully rolled, but it's a marathon to reach that point.

A Best Picture winner that's technically marvelous, thematically challenging and open-minded, but the ending left me feeling cold and there's really no excuse for it to run for as long as it does."
54,https://www.metacritic.com/movie/lawrence-of-arabia-re-release/user-reviews/?filter=Mixed%20Reviews,AndrewHord,"May 29, 2020",5,"I`m one of this low number of people ,who do not like this film. I just think Lean`s films are not my cup of tea.Yeah,undoubtedly,it has stunning visual ,but besides it,i can`t find anything interesting in it."
55,https://www.metacritic.com/movie/lawrence-of-arabia-re-release/user-reviews/?filter=Mixed%20Reviews,311433,"Dec 14, 2019",6,"It's long, it's dated, it's an old style Hollywood epic. One of the best of the last if you are into that sort of thing. All 8 critics here have given it 100 points, but what do they know?
Has some beautiful shots and some very long ones. I watched on TV, albeit an enormous screen so quality of image and sound were not diminished, on the downside I paused it few times for food and phone breaks."
